"CATEGORY","RAWTEXT"
"4","The primitive force of this film seems to bubble up from the vast collective memory of the combatants ."
"1","It 's like watching a nightmare made flesh ."
"3","It is the sheer , selfish , wound-licking , bar-scrapping doggedness of Leon 's struggle to face and transmute his demons that makes the movie a spirited and touching occasion , despite its patchy construction ."
"5","A gorgeous , high-spirited musical from India that exquisitely blends music , dance , song , and high drama ."
"4","It 's hard to imagine Alan Arkin being better than he is in this performance ."
"5","For those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half ."
"4","Despite the 2-D animation , The Wild Thornberrys Movie makes for a surprisingly cinematic experience ."
"4","... a fun little timewaster , helped especially by the cool presence of Jean Reno ."
"3","( Majidi ) makes us think twice about immigrants we see around us every day ."
"4","Though only 60 minutes long , the film is packed with information and impressions ."
"3","I have no way of knowing exactly how much is exaggeration , but I 've got a creepy feeling that the film is closer to the mark than I want to believe ."
"4","Immersing us in the endlessly inventive , fiercely competitive world of hip-hop DJs , the project is sensational and revelatory , even if scratching makes you itch ."
"4","Further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of Dubya 's Axis of Evil ."
"4","There 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache ."
"5","A simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past ."
"5","Lovely and poignant ."
"4","Puts a human face on a land most Westerners are unfamiliar with ."
"3","I ca n't say that I liked Homeboy ; it 'd be more accurate to say that I found it intriguing , bizarre , Dogma-like in spots - and quite truthful , in its way ."
"4","Displaying about equal amounts of naiveté , passion and talent , Beneath Clouds establishes Sen as a filmmaker of considerable potential ."
"4","The vitality of the actors keeps the intensity of the film high , even as the strafings blend together ."
"5","Not since Japanese filmmaker Akira Kurosawa 's Ran have the savagery of combat and the specter of death been visualized with such operatic grandeur ."
"3","We learn a lot about dying coral and see a lot of life on the reef ."
"1","If the first Men in Black was money , the second is small change ."
"4","But it still jingles in the pocket ."
"4","It 's fun lite ."
"2","Passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards ."
"5","I just loved every minute of this film ."
"5","This is a winning ensemble comedy that shows Canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world ."
"4","Just as moving , uplifting and funny as ever ."
"5","My Wife Is an Actress is an utterly charming French comedy that feels so American in sensibility and style it 's virtually its own Hollywood remake ."
"4","It will grip even viewers who are n't interested in rap , as it cuts to the heart of American society in an unnerving way ."
"3","A muckraking job , the cinematic equivalent of a legal indictment , and a fairly effective one at that ."
"5","A tender , witty , captivating film about friendship , love , memory , trust and loyalty ."
"5","Belongs to Daniel Day-Lewis as much as it belongs to Martin Scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film ."
"5","An exhilarating futuristic thriller-noir , Minority Report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order"
"5","A psychological thriller with a genuinely spooky premise and an above-average cast , actor Bill Paxton 's directing debut is a creepy slice of gothic rural Americana ."
"4","While locals will get a kick out of spotting Cleveland sites , the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning Coen brothers envious ."
"2","Pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins ."
"4","If you 're hard up for raunchy college humor , this is your ticket right here ."
"5","Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands ."
"4","Corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless ."
"3","It 's the perfect kind of film to see when you do n't want to use your brain ."
"3","At all ."
"3","While it regards 1967 as the key turning point of the 20th century , and returns again and again to images of dissidents in the streets , it 's alarmingly current ."
"5","Feature debuter D.J. Caruso directs a crack ensemble cast , bringing screenwriter Tony Gayton 's narcotics noir to life ."
"2","Every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency ."
"4","Harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness ."
"5","Stephen Rea , Aidan Quinn , and Alan Bates play Desmond 's legal eagles , and when joined by Brosnan , the sight of this grandiloquent quartet lolling in pretty Irish settings is a pleasant enough thing , ` tis ."
